Product ID,Brand Name,Category,Product Name,Source,Price (INR),Discount (%),Final Price (₹),Rating,Shade/Variant,Product Type,Availability,Ingredients,Skin Type,Best Seller,Most Reviewed,Most Used,Similar Products
1124,MAC,Lipstick,Retro Matte Lipstick,Amazon,762,36,487,4.8,Ruby Woo,Matte,In Stock,Retinol,Oily,Yes,Yes,Yes,NARS Power Matte Lip Pigment
1125,Huda Beauty,Lipstick,Power Bullet Matte,Nykaa,241,21,190,4.8,Icon,Matte,In Stock,Hyaluronic Acid,Normal,Yes,Yes,Yes,Fenty Beauty Stunna Lip Paint
1126,MyGlamm,Concealer,Total Makeover Concealer,Amazon,576,44,322,4.2,Almond,Liquid,In Stock,Retinol,Dry,No,Yes,Yes,Maybelline Fit Me Concealer
1127,Mars,Eyeshadow,Mars 12-Color Palette,Sephora,321,30,224,4.2,Smokey Tones,Powder,In Stock,Hyaluronic Acid,Sensitive,No,Yes,Yes,Swiss Beauty Ultimate Eyeshadow
1128,Mars,Eyeshadow,Mars 12-Color Palette,Nykaa,230,10,207,4.2,Smokey Tones,Powder,In Stock,Shea Butter,Sensitive,No,Yes,Yes,Swiss Beauty Ultimate Eyeshadow
1129,Nykaa,Nail Polish,Matte Nail Enamel,Sephora,701,41,413,4.3,Rosy Blush,Matte,In Stock,Shea Butter,Oily,No,Yes,Yes,Faces Canada Splash Nail Enamel
1130,MyGlamm,Concealer,Total Makeover Concealer,Flipkart,478,48,248,4.2,Almond,Liquid,In Stock,Vitamin C,Normal,No,Yes,Yes,Maybelline Fit Me Concealer
1131,Dior,Serum,Capture Totale Super Potent,Nykaa,963,46,520,4.9,Fragrance-Free,Serum,Limited,Niacinamide,Dry,Yes,Yes,Yes,Lancôme Advanced Génifique
1132,Charlotte Tilbury,Foundation,Airbrush Flawless,Flipkart,233,28,167,4.9,Neutral 5,Liquid,Limited,Hyaluronic Acid,Sensitive,Yes,Yes,Yes,Estée Lauder Double Wear
1133,NARS,Blush,Orgasm Blush,Amazon,488,34,322,4.7,Peach Pink,Powder,Limited,Shea Butter,Combination,Yes,Yes,Yes,MAC Powder Blush
1134,Huda Beauty,Lipstick,Power Bullet Matte,Sephora,610,45,335,4.8,Icon,Matte,In Stock,Vitamin C,Normal,Yes,Yes,Yes,Fenty Beauty Stunna Lip Paint
1135,Dior,Serum,Capture Totale Super Potent,Flipkart,570,20,456,4.9,Fragrance-Free,Serum,Limited,Aloe Vera,Sensitive,Yes,Yes,Yes,Lancôme Advanced Génifique
1136,NARS,Blush,Orgasm Blush,Myntra,669,22,521,4.7,Peach Pink,Powder,Limited,Aloe Vera,Combination,Yes,Yes,Yes,MAC Powder Blush
1137,Swiss Beauty,Foundation,HD Matte Foundation,Flipkart,455,31,313,4.3,Beige,Liquid,In Stock,Glycerin,Combination,Yes,Yes,Yes,Faces Canada Weightless Matte Foundation
1138,MAC,Lipstick,Retro Matte Lipstick,Amazon,567,32,385,4.8,Ruby Woo,Matte,In Stock,Glycerin,Sensitive,Yes,Yes,Yes,NARS Power Matte Lip Pigment
1139,Swiss Beauty,Foundation,HD Matte Foundation,Myntra,208,29,147,4.3,Beige,Liquid,In Stock,Hyaluronic Acid,Sensitive,Yes,Yes,Yes,Faces Canada Weightless Matte Foundation
1140,Faces Canada,Lipstick,Comfy Matte Lipstick,Sephora,364,21,287,4.4,Cherry Red,Matte,In Stock,Niacinamide,Sensitive,Yes,No,Yes,Nykaa So Matte Lipstick
1141,NARS,Blush,Orgasm Blush,Nykaa,705,48,366,4.7,Peach Pink,Powder,Limited,Retinol,Oily,Yes,Yes,Yes,MAC Powder Blush
1142,Faces Canada,Lipstick,Comfy Matte Lipstick,Sephora,458,49,233,4.4,Cherry Red,Matte,In Stock,Vitamin C,Combination,Yes,No,Yes,Nykaa So Matte Lipstick
1143,Clinique,Moisturizer,Moisture Surge 100H,Myntra,893,10,803,4.7,Fragrance-Free,Gel,In Stock,Retinol,Dry,Yes,Yes,Yes,Neutrogena Hydro Boost Gel
1144,Kay Beauty,Lip Crayon,Matte Lip Crayon,Myntra,997,34,658,4.4,Carnation Nude,Matte,In Stock,Aloe Vera,Combination,Yes,Yes,Yes,MyGlamm Perfect Lip Crayon
1145,Huda Beauty,Lipstick,Power Bullet Matte,Nykaa,455,47,241,4.8,Icon,Matte,In Stock,Aloe Vera,Combination,Yes,Yes,Yes,Fenty Beauty Stunna Lip Paint
1146,Clinique,Moisturizer,Moisture Surge 100H,Flipkart,312,31,215,4.7,Fragrance-Free,Gel,In Stock,Shea Butter,Sensitive,Yes,Yes,Yes,Neutrogena Hydro Boost Gel
1147,MAC,Lipstick,Retro Matte Lipstick,Flipkart,695,17,576,4.8,Ruby Woo,Matte,In Stock,Vitamin C,Combination,Yes,Yes,Yes,NARS Power Matte Lip Pigment
1148,Clinique,Moisturizer,Moisture Surge 100H,Myntra,239,48,124,4.7,Fragrance-Free,Gel,In Stock,Glycerin,Normal,Yes,Yes,Yes,Neutrogena Hydro Boost Gel
1149,MyGlamm,Concealer,Total Makeover Concealer,Nykaa,277,49,141,4.2,Almond,Liquid,In Stock,Aloe Vera,Oily,No,Yes,Yes,Maybelline Fit Me Concealer
1150,Lakmé,Lipstick,Absolute Matte Lipstick,Flipkart,846,16,710,4.5,Ruby Red,Matte,In Stock,Vitamin C,Combination,Yes,Yes,Yes,Maybelline Super Stay Matte Ink
1151,Olay,Moisturizer,Regenerist Micro-Sculpting Cream,Nykaa,689,36,440,4.5,Fragrance-Free,Cream,In Stock,Niacinamide,Oily,Yes,Yes,Yes,L'Oréal Paris Revitalift Cream
1152,L'Oréal Paris,Serum,Revitalift Crystal Micro-Essence,Myntra,224,50,112,4.6,Transparent,Essence,In Stock,Shea Butter,Sensitive,Yes,Yes,Yes,Olay Regenerist Serum
1153,Dior,Serum,Capture Totale Super Potent,Myntra,572,5,543,4.9,Fragrance-Free,Serum,Limited,Glycerin,Combination,Yes,Yes,Yes,Lancôme Advanced Génifique
1154,Mars,Eyeshadow,Mars 12-Color Palette,Amazon,706,44,395,4.2,Smokey Tones,Powder,In Stock,Aloe Vera,Oily,No,Yes,Yes,Swiss Beauty Ultimate Eyeshadow
1155,Olay,Moisturizer,Regenerist Micro-Sculpting Cream,Flipkart,504,16,423,4.5,Fragrance-Free,Cream,In Stock,Glycerin,Normal,Yes,Yes,Yes,L'Oréal Paris Revitalift Cream
1156,Revlon,Nail Polish,ColorStay Gel Envy,Amazon,867,50,433,4.3,Hot Pink,Gel,In Stock,Shea Butter,Combination,No,Yes,Yes,Sally Hansen Miracle Gel
1157,NARS,Blush,Orgasm Blush,Myntra,546,23,420,4.7,Peach Pink,Powder,Limited,Glycerin,Normal,Yes,Yes,Yes,MAC Powder Blush
1158,MyGlamm,Concealer,Total Makeover Concealer,Sephora,791,19,640,4.2,Almond,Liquid,In Stock,Aloe Vera,Sensitive,No,Yes,Yes,Maybelline Fit Me Concealer
1159,Lakmé,Lipstick,Absolute Matte Lipstick,Myntra,990,27,722,4.5,Ruby Red,Matte,In Stock,Vitamin C,Combination,Yes,Yes,Yes,Maybelline Super Stay Matte Ink
1160,Dior,Serum,Capture Totale Super Potent,Amazon,826,17,685,4.9,Fragrance-Free,Serum,Limited,Retinol,Normal,Yes,Yes,Yes,Lancôme Advanced Génifique
1161,Faces Canada,Lipstick,Comfy Matte Lipstick,Flipkart,861,37,542,4.4,Cherry Red,Matte,In Stock,Retinol,Oily,Yes,No,Yes,Nykaa So Matte Lipstick
1162,Mars,Eyeshadow,Mars 12-Color Palette,Nykaa,733,12,645,4.2,Smokey Tones,Powder,In Stock,Vitamin C,Oily,No,Yes,Yes,Swiss Beauty Ultimate Eyeshadow
1163,Nykaa,Nail Polish,Matte Nail Enamel,Myntra,915,10,823,4.3,Rosy Blush,Matte,In Stock,Hyaluronic Acid,Normal,No,Yes,Yes,Faces Canada Splash Nail Enamel
1164,Charlotte Tilbury,Foundation,Airbrush Flawless,Myntra,996,15,846,4.9,Neutral 5,Liquid,Limited,Retinol,Combination,Yes,Yes,Yes,Estée Lauder Double Wear
1165,Swiss Beauty,Foundation,HD Matte Foundation,Flipkart,300,36,192,4.3,Beige,Liquid,In Stock,Vitamin C,Dry,Yes,Yes,Yes,Faces Canada Weightless Matte Foundation
1166,Mars,Eyeshadow,Mars 12-Color Palette,Amazon,361,26,267,4.2,Smokey Tones,Powder,In Stock,Glycerin,Sensitive,No,Yes,Yes,Swiss Beauty Ultimate Eyeshadow
1167,MyGlamm,Concealer,Total Makeover Concealer,Myntra,740,42,429,4.2,Almond,Liquid,In Stock,Retinol,Oily,No,Yes,Yes,Maybelline Fit Me Concealer
1168,MyGlamm,Concealer,Total Makeover Concealer,Sephora,933,27,681,4.2,Almond,Liquid,In Stock,Glycerin,Normal,No,Yes,Yes,Maybelline Fit Me Concealer
1169,Lakmé,Lipstick,Absolute Matte Lipstick,Nykaa,610,10,549,4.5,Ruby Red,Matte,In Stock,Hyaluronic Acid,Dry,Yes,Yes,Yes,Maybelline Super Stay Matte Ink
1170,Charlotte Tilbury,Foundation,Airbrush Flawless,Myntra,574,8,528,4.9,Neutral 5,Liquid,Limited,Vitamin C,Combination,Yes,Yes,Yes,Estée Lauder Double Wear
1171,MyGlamm,Concealer,Total Makeover Concealer,Flipkart,445,31,307,4.2,Almond,Liquid,In Stock,Glycerin,Normal,No,Yes,Yes,Maybelline Fit Me Concealer
1172,Revlon,Nail Polish,ColorStay Gel Envy,Nykaa,895,48,465,4.3,Hot Pink,Gel,In Stock,Shea Butter,Combination,No,Yes,Yes,Sally Hansen Miracle Gel
1173,Swiss Beauty,Foundation,HD Matte Foundation,Amazon,518,29,367,4.3,Beige,Liquid,In Stock,Shea Butter,Normal,Yes,Yes,Yes,Faces Canada Weightless Matte Foundation
1174,Clinique,Moisturizer,Moisture Surge 100H,Flipkart,677,46,365,4.7,Fragrance-Free,Gel,In Stock,Hyaluronic Acid,Sensitive,Yes,Yes,Yes,Neutrogena Hydro Boost Gel
1175,Clinique,Moisturizer,Moisture Surge 100H,Sephora,868,42,503,4.7,Fragrance-Free,Gel,In Stock,Aloe Vera,Sensitive,Yes,Yes,Yes,Neutrogena Hydro Boost Gel
1176,Maybelline,Mascara,Colossal Waterproof Mascara,Myntra,214,29,151,4.6,Black,Waterproof,In Stock,Hyaluronic Acid,Oily,Yes,Yes,Yes,L'Oréal Paris Voluminous Mascara
1177,Mars,Eyeshadow,Mars 12-Color Palette,Myntra,766,10,689,4.2,Smokey Tones,Powder,In Stock,Glycerin,Dry,No,Yes,Yes,Swiss Beauty Ultimate Eyeshadow
1178,Mars,Eyeshadow,Mars 12-Color Palette,Myntra,634,49,323,4.2,Smokey Tones,Powder,In Stock,Niacinamide,Normal,No,Yes,Yes,Swiss Beauty Ultimate Eyeshadow
1179,Mars,Eyeshadow,Mars 12-Color Palette,Flipkart,626,26,463,4.2,Smokey Tones,Powder,In Stock,Niacinamide,Dry,No,Yes,Yes,Swiss Beauty Ultimate Eyeshadow
1180,Mars,Eyeshadow,Mars 12-Color Palette,Amazon,730,23,562,4.2,Smokey Tones,Powder,In Stock,Vitamin C,Sensitive,No,Yes,Yes,Swiss Beauty Ultimate Eyeshadow
1181,Lakmé,Lipstick,Absolute Matte Lipstick,Sephora,415,21,327,4.5,Ruby Red,Matte,In Stock,Vitamin C,Combination,Yes,Yes,Yes,Maybelline Super Stay Matte Ink
1182,Mars,Eyeshadow,Mars 12-Color Palette,Amazon,492,13,428,4.2,Smokey Tones,Powder,In Stock,Vitamin C,Dry,No,Yes,Yes,Swiss Beauty Ultimate Eyeshadow
1183,Mars,Eyeshadow,Mars 12-Color Palette,Amazon,788,28,567,4.2,Smokey Tones,Powder,In Stock,Retinol,Dry,No,Yes,Yes,Swiss Beauty Ultimate Eyeshadow
1184,Lakmé,Lipstick,Absolute Matte Lipstick,Nykaa,442,22,344,4.5,Ruby Red,Matte,In Stock,Vitamin C,Oily,Yes,Yes,Yes,Maybelline Super Stay Matte Ink
1185,Revlon,Nail Polish,ColorStay Gel Envy,Amazon,767,42,444,4.3,Hot Pink,Gel,In Stock,Retinol,Normal,No,Yes,Yes,Sally Hansen Miracle Gel
1186,Nykaa,Nail Polish,Matte Nail Enamel,Nykaa,679,9,617,4.3,Rosy Blush,Matte,In Stock,Vitamin C,Dry,No,Yes,Yes,Faces Canada Splash Nail Enamel
1187,MAC,Lipstick,Retro Matte Lipstick,Nykaa,659,10,593,4.8,Ruby Woo,Matte,In Stock,Vitamin C,Sensitive,Yes,Yes,Yes,NARS Power Matte Lip Pigment
1188,Dior,Serum,Capture Totale Super Potent,Amazon,706,16,593,4.9,Fragrance-Free,Serum,Limited,Shea Butter,Dry,Yes,Yes,Yes,Lancôme Advanced Génifique
1189,Revlon,Nail Polish,ColorStay Gel Envy,Flipkart,415,21,327,4.3,Hot Pink,Gel,In Stock,Aloe Vera,Combination,No,Yes,Yes,Sally Hansen Miracle Gel
1190,Olay,Moisturizer,Regenerist Micro-Sculpting Cream,Amazon,254,38,157,4.5,Fragrance-Free,Cream,In Stock,Aloe Vera,Oily,Yes,Yes,Yes,L'Oréal Paris Revitalift Cream
1191,Dior,Serum,Capture Totale Super Potent,Myntra,691,27,504,4.9,Fragrance-Free,Serum,Limited,Aloe Vera,Normal,Yes,Yes,Yes,Lancôme Advanced Génifique
1192,Nykaa,Nail Polish,Matte Nail Enamel,Sephora,308,35,200,4.3,Rosy Blush,Matte,In Stock,Vitamin C,Sensitive,No,Yes,Yes,Faces Canada Splash Nail Enamel
1193,Dior,Serum,Capture Totale Super Potent,Amazon,458,34,302,4.9,Fragrance-Free,Serum,Limited,Shea Butter,Combination,Yes,Yes,Yes,Lancôme Advanced Génifique
1194,Lakmé,Lipstick,Absolute Matte Lipstick,Amazon,765,6,719,4.5,Ruby Red,Matte,In Stock,Vitamin C,Oily,Yes,Yes,Yes,Maybelline Super Stay Matte Ink
1195,Faces Canada,Lipstick,Comfy Matte Lipstick,Myntra,409,11,364,4.4,Cherry Red,Matte,In Stock,Retinol,Sensitive,Yes,No,Yes,Nykaa So Matte Lipstick
1196,NARS,Blush,Orgasm Blush,Nykaa,916,30,641,4.7,Peach Pink,Powder,Limited,Retinol,Oily,Yes,Yes,Yes,MAC Powder Blush
1197,Swiss Beauty,Foundation,HD Matte Foundation,Nykaa,570,36,364,4.3,Beige,Liquid,In Stock,Hyaluronic Acid,Dry,Yes,Yes,Yes,Faces Canada Weightless Matte Foundation
1198,NARS,Blush,Orgasm Blush,Myntra,631,46,340,4.7,Peach Pink,Powder,Limited,Hyaluronic Acid,Sensitive,Yes,Yes,Yes,MAC Powder Blush
1199,Faces Canada,Lipstick,Comfy Matte Lipstick,Flipkart,844,34,557,4.4,Cherry Red,Matte,In Stock,Glycerin,Sensitive,Yes,No,Yes,Nykaa So Matte Lipstick
1200,Maybelline,Mascara,Colossal Waterproof Mascara,Flipkart,551,42,319,4.6,Black,Waterproof,In Stock,Aloe Vera,Normal,Yes,Yes,Yes,L'Oréal Paris Voluminous Mascara
1201,Nykaa,Nail Polish,Matte Nail Enamel,Myntra,869,14,747,4.3,Rosy Blush,Matte,In Stock,Glycerin,Oily,No,Yes,Yes,Faces Canada Splash Nail Enamel
1202,Maybelline,Mascara,Colossal Waterproof Mascara,Nykaa,482,38,298,4.6,Black,Waterproof,In Stock,Hyaluronic Acid,Normal,Yes,Yes,Yes,L'Oréal Paris Voluminous Mascara
1203,Swiss Beauty,Foundation,HD Matte Foundation,Flipkart,512,45,281,4.3,Beige,Liquid,In Stock,Niacinamide,Sensitive,Yes,Yes,Yes,Faces Canada Weightless Matte Foundation
1204,L'Oréal Paris,Serum,Revitalift Crystal Micro-Essence,Flipkart,979,30,685,4.6,Transparent,Essence,In Stock,Vitamin C,Sensitive,Yes,Yes,Yes,Olay Regenerist Serum
1205,Kay Beauty,Lip Crayon,Matte Lip Crayon,Flipkart,791,42,458,4.4,Carnation Nude,Matte,In Stock,Aloe Vera,Combination,Yes,Yes,Yes,MyGlamm Perfect Lip Crayon
1206,Olay,Moisturizer,Regenerist Micro-Sculpting Cream,Nykaa,472,18,387,4.5,Fragrance-Free,Cream,In Stock,Hyaluronic Acid,Normal,Yes,Yes,Yes,L'Oréal Paris Revitalift Cream
1207,Maybelline,Mascara,Colossal Waterproof Mascara,Myntra,621,46,335,4.6,Black,Waterproof,In Stock,Retinol,Dry,Yes,Yes,Yes,L'Oréal Paris Voluminous Mascara
1208,Olay,Moisturizer,Regenerist Micro-Sculpting Cream,Myntra,353,38,218,4.5,Fragrance-Free,Cream,In Stock,Retinol,Combination,Yes,Yes,Yes,L'Oréal Paris Revitalift Cream
1209,L'Oréal Paris,Serum,Revitalift Crystal Micro-Essence,Nykaa,525,22,409,4.6,Transparent,Essence,In Stock,Retinol,Normal,Yes,Yes,Yes,Olay Regenerist Serum
1210,Swiss Beauty,Foundation,HD Matte Foundation,Flipkart,274,38,169,4.3,Beige,Liquid,In Stock,Retinol,Combination,Yes,Yes,Yes,Faces Canada Weightless Matte Foundation
1211,Charlotte Tilbury,Foundation,Airbrush Flawless,Amazon,867,20,693,4.9,Neutral 5,Liquid,Limited,Hyaluronic Acid,Oily,Yes,Yes,Yes,Estée Lauder Double Wear
1212,MAC,Lipstick,Retro Matte Lipstick,Myntra,845,50,422,4.8,Ruby Woo,Matte,In Stock,Hyaluronic Acid,Oily,Yes,Yes,Yes,NARS Power Matte Lip Pigment
1213,MAC,Lipstick,Retro Matte Lipstick,Sephora,580,25,435,4.8,Ruby Woo,Matte,In Stock,Niacinamide,Sensitive,Yes,Yes,Yes,NARS Power Matte Lip Pigment
1214,Huda Beauty,Lipstick,Power Bullet Matte,Nykaa,649,31,447,4.8,Icon,Matte,In Stock,Retinol,Normal,Yes,Yes,Yes,Fenty Beauty Stunna Lip Paint
1215,Faces Canada,Lipstick,Comfy Matte Lipstick,Nykaa,420,9,382,4.4,Cherry Red,Matte,In Stock,Glycerin,Sensitive,Yes,No,Yes,Nykaa So Matte Lipstick
1216,NARS,Blush,Orgasm Blush,Myntra,780,27,569,4.7,Peach Pink,Powder,Limited,Aloe Vera,Normal,Yes,Yes,Yes,MAC Powder Blush
1217,Lakmé,Lipstick,Absolute Matte Lipstick,Nykaa,955,40,573,4.5,Ruby Red,Matte,In Stock,Glycerin,Normal,Yes,Yes,Yes,Maybelline Super Stay Matte Ink
1218,Dior,Serum,Capture Totale Super Potent,Sephora,946,29,671,4.9,Fragrance-Free,Serum,Limited,Shea Butter,Normal,Yes,Yes,Yes,Lancôme Advanced Génifique
1219,Maybelline,Mascara,Colossal Waterproof Mascara,Sephora,596,36,381,4.6,Black,Waterproof,In Stock,Glycerin,Oily,Yes,Yes,Yes,L'Oréal Paris Voluminous Mascara
1220,L'Oréal Paris,Serum,Revitalift Crystal Micro-Essence,Nykaa,653,37,411,4.6,Transparent,Essence,In Stock,Shea Butter,Combination,Yes,Yes,Yes,Olay Regenerist Serum
1221,Mars,Eyeshadow,Mars 12-Color Palette,Flipkart,503,33,337,4.2,Smokey Tones,Powder,In Stock,Retinol,Normal,No,Yes,Yes,Swiss Beauty Ultimate Eyeshadow
1222,Faces Canada,Lipstick,Comfy Matte Lipstick,Amazon,627,31,432,4.4,Cherry Red,Matte,In Stock,Niacinamide,Combination,Yes,No,Yes,Nykaa So Matte Lipstick
1223,Faces Canada,Lipstick,Comfy Matte Lipstick,Sephora,274,18,224,4.4,Cherry Red,Matte,In Stock,Hyaluronic Acid,Oily,Yes,No,Yes,Nykaa So Matte Lipstick
1224,Maybelline,Mascara,Colossal Waterproof Mascara,Myntra,393,36,251,4.6,Black,Waterproof,In Stock,Retinol,Sensitive,Yes,Yes,Yes,L'Oréal Paris Voluminous Mascara
1225,Charlotte Tilbury,Foundation,Airbrush Flawless,Flipkart,653,49,333,4.9,Neutral 5,Liquid,Limited,Niacinamide,Oily,Yes,Yes,Yes,Estée Lauder Double Wear
1226,Maybelline,Mascara,Colossal Waterproof Mascara,Flipkart,847,19,686,4.6,Black,Waterproof,In Stock,Glycerin,Combination,Yes,Yes,Yes,L'Oréal Paris Voluminous Mascara
1227,Charlotte Tilbury,Foundation,Airbrush Flawless,Amazon,470,23,361,4.9,Neutral 5,Liquid,Limited,Hyaluronic Acid,Dry,Yes,Yes,Yes,Estée Lauder Double Wear
1228,Mars,Eyeshadow,Mars 12-Color Palette,Nykaa,921,47,488,4.2,Smokey Tones,Powder,In Stock,Aloe Vera,Sensitive,No,Yes,Yes,Swiss Beauty Ultimate Eyeshadow
1229,Lakmé,Lipstick,Absolute Matte Lipstick,Flipkart,502,42,291,4.5,Ruby Red,Matte,In Stock,Hyaluronic Acid,Dry,Yes,Yes,Yes,Maybelline Super Stay Matte Ink
1230,Kay Beauty,Lip Crayon,Matte Lip Crayon,Sephora,550,7,511,4.4,Carnation Nude,Matte,In Stock,Vitamin C,Oily,Yes,Yes,Yes,MyGlamm Perfect Lip Crayon
1231,Clinique,Moisturizer,Moisture Surge 100H,Nykaa,953,24,724,4.7,Fragrance-Free,Gel,In Stock,Retinol,Normal,Yes,Yes,Yes,Neutrogena Hydro Boost Gel
1232,Kay Beauty,Lip Crayon,Matte Lip Crayon,Flipkart,975,38,604,4.4,Carnation Nude,Matte,In Stock,Glycerin,Normal,Yes,Yes,Yes,MyGlamm Perfect Lip Crayon
1233,MyGlamm,Concealer,Total Makeover Concealer,Amazon,288,31,198,4.2,Almond,Liquid,In Stock,Retinol,Combination,No,Yes,Yes,Maybelline Fit Me Concealer
1234,Mars,Eyeshadow,Mars 12-Color Palette,Flipkart,398,30,278,4.2,Smokey Tones,Powder,In Stock,Aloe Vera,Dry,No,Yes,Yes,Swiss Beauty Ultimate Eyeshadow
1235,Faces Canada,Lipstick,Comfy Matte Lipstick,Amazon,263,9,239,4.4,Cherry Red,Matte,In Stock,Vitamin C,Oily,Yes,No,Yes,Nykaa So Matte Lipstick
1236,Dior,Serum,Capture Totale Super Potent,Flipkart,670,25,502,4.9,Fragrance-Free,Serum,Limited,Retinol,Combination,Yes,Yes,Yes,Lancôme Advanced Génifique
1237,Revlon,Nail Polish,ColorStay Gel Envy,Flipkart,323,50,161,4.3,Hot Pink,Gel,In Stock,Vitamin C,Dry,No,Yes,Yes,Sally Hansen Miracle Gel
1238,NARS,Blush,Orgasm Blush,Amazon,510,10,459,4.7,Peach Pink,Powder,Limited,Vitamin C,Combination,Yes,Yes,Yes,MAC Powder Blush
1239,Nykaa,Nail Polish,Matte Nail Enamel,Sephora,919,47,487,4.3,Rosy Blush,Matte,In Stock,Shea Butter,Normal,No,Yes,Yes,Faces Canada Splash Nail Enamel
1240,MyGlamm,Concealer,Total Makeover Concealer,Myntra,410,8,377,4.2,Almond,Liquid,In Stock,Aloe Vera,Normal,No,Yes,Yes,Maybelline Fit Me Concealer
1241,Lakmé,Lipstick,Absolute Matte Lipstick,Sephora,512,6,481,4.5,Ruby Red,Matte,In Stock,Vitamin C,Normal,Yes,Yes,Yes,Maybelline Super Stay Matte Ink
1242,MAC,Lipstick,Retro Matte Lipstick,Myntra,572,23,440,4.8,Ruby Woo,Matte,In Stock,Glycerin,Combination,Yes,Yes,Yes,NARS Power Matte Lip Pigment
1243,L'Oréal Paris,Serum,Revitalift Crystal Micro-Essence,Nykaa,383,6,360,4.6,Transparent,Essence,In Stock,Niacinamide,Dry,Yes,Yes,Yes,Olay Regenerist Serum
1244,Nykaa,Nail Polish,Matte Nail Enamel,Nykaa,264,18,216,4.3,Rosy Blush,Matte,In Stock,Shea Butter,Normal,No,Yes,Yes,Faces Canada Splash Nail Enamel
1245,Mars,Eyeshadow,Mars 12-Color Palette,Amazon,337,50,168,4.2,Smokey Tones,Powder,In Stock,Glycerin,Combination,No,Yes,Yes,Swiss Beauty Ultimate Eyeshadow
1246,Olay,Moisturizer,Regenerist Micro-Sculpting Cream,Amazon,374,34,246,4.5,Fragrance-Free,Cream,In Stock,Hyaluronic Acid,Normal,Yes,Yes,Yes,L'Oréal Paris Revitalift Cream
1247,Kay Beauty,Lip Crayon,Matte Lip Crayon,Flipkart,402,48,209,4.4,Carnation Nude,Matte,In Stock,Retinol,Sensitive,Yes,Yes,Yes,MyGlamm Perfect Lip Crayon
1248,L'Oréal Paris,Serum,Revitalift Crystal Micro-Essence,Amazon,685,24,520,4.6,Transparent,Essence,In Stock,Glycerin,Combination,Yes,Yes,Yes,Olay Regenerist Serum
