Product ID,Brand Name,Category,Product Name,Source,Price (INR),Discount (%),Final Price (₹),Rating,Shade/Variant,Product Type,Availability,Ingredients,Skin Type,Best Seller,Most Reviewed,Most Used,Similar Products
1249,Dior,Serum,Capture Totale Super Potent,Flipkart,707,11,629,4.9,Fragrance-Free,Serum,Limited,Vitamin C,Sensitive,Yes,Yes,Yes,Lancôme Advanced Génifique
1250,Maybelline,Mascara,Colossal Waterproof Mascara,Myntra,536,24,407,4.6,Black,Waterproof,In Stock,Glycerin,Combination,Yes,Yes,Yes,L'Oréal Paris Voluminous Mascara
1251,MAC,Lipstick,Retro Matte Lipstick,Myntra,471,36,301,4.8,Ruby Woo,Matte,In Stock,Niacinamide,Sensitive,Yes,Yes,Yes,NARS Power Matte Lip Pigment
1252,Mars,Eyeshadow,Mars 12-Color Palette,Myntra,859,38,532,4.2,Smokey Tones,Powder,In Stock,Vitamin C,Sensitive,No,Yes,Yes,Swiss Beauty Ultimate Eyeshadow
1253,Huda Beauty,Lipstick,Power Bullet Matte,Nykaa,312,48,162,4.8,Icon,Matte,In Stock,Glycerin,Sensitive,Yes,Yes,Yes,Fenty Beauty Stunna Lip Paint
1254,Olay,Moisturizer,Regenerist Micro-Sculpting Cream,Sephora,285,27,208,4.5,Fragrance-Free,Cream,In Stock,Niacinamide,Oily,Yes,Yes,Yes,L'Oréal Paris Revitalift Cream
1255,Charlotte Tilbury,Foundation,Airbrush Flawless,Flipkart,927,14,797,4.9,Neutral 5,Liquid,Limited,Aloe Vera,Sensitive,Yes,Yes,Yes,Estée Lauder Double Wear
1256,Faces Canada,Lipstick,Comfy Matte Lipstick,Amazon,373,43,212,4.4,Cherry Red,Matte,In Stock,Glycerin,Normal,Yes,No,Yes,Nykaa So Matte Lipstick
1257,MyGlamm,Concealer,Total Makeover Concealer,Amazon,753,38,466,4.2,Almond,Liquid,In Stock,Glycerin,Combination,No,Yes,Yes,Maybelline Fit Me Concealer
1258,Mars,Eyeshadow,Mars 12-Color Palette,Flipkart,868,40,520,4.2,Smokey Tones,Powder,In Stock,Shea Butter,Normal,No,Yes,Yes,Swiss Beauty Ultimate Eyeshadow
1259,Olay,Moisturizer,Regenerist Micro-Sculpting Cream,Myntra,477,17,395,4.5,Fragrance-Free,Cream,In Stock,Retinol,Dry,Yes,Yes,Yes,L'Oréal Paris Revitalift Cream
1260,Swiss Beauty,Foundation,HD Matte Foundation,Flipkart,918,25,688,4.3,Beige,Liquid,In Stock,Shea Butter,Combination,Yes,Yes,Yes,Faces Canada Weightless Matte Foundation
1261,Charlotte Tilbury,Foundation,Airbrush Flawless,Nykaa,538,29,381,4.9,Neutral 5,Liquid,Limited,Vitamin C,Combination,Yes,Yes,Yes,Estée Lauder Double Wear
1262,L'Oréal Paris,Serum,Revitalift Crystal Micro-Essence,Amazon,760,34,501,4.6,Transparent,Essence,In Stock,Aloe Vera,Oily,Yes,Yes,Yes,Olay Regenerist Serum
1263,Faces Canada,Lipstick,Comfy Matte Lipstick,Sephora,471,39,287,4.4,Cherry Red,Matte,In Stock,Aloe Vera,Oily,Yes,No,Yes,Nykaa So Matte Lipstick
1264,Revlon,Nail Polish,ColorStay Gel Envy,Amazon,729,21,575,4.3,Hot Pink,Gel,In Stock,Aloe Vera,Combination,No,Yes,Yes,Sally Hansen Miracle Gel
1265,L'Oréal Paris,Serum,Revitalift Crystal Micro-Essence,Flipkart,485,13,421,4.6,Transparent,Essence,In Stock,Shea Butter,Normal,Yes,Yes,Yes,Olay Regenerist Serum
1266,Faces Canada,Lipstick,Comfy Matte Lipstick,Myntra,316,18,259,4.4,Cherry Red,Matte,In Stock,Vitamin C,Oily,Yes,No,Yes,Nykaa So Matte Lipstick
1267,Charlotte Tilbury,Foundation,Airbrush Flawless,Sephora,313,34,206,4.9,Neutral 5,Liquid,Limited,Niacinamide,Dry,Yes,Yes,Yes,Estée Lauder Double Wear
1268,Maybelline,Mascara,Colossal Waterproof Mascara,Amazon,782,29,555,4.6,Black,Waterproof,In Stock,Vitamin C,Combination,Yes,Yes,Yes,L'Oréal Paris Voluminous Mascara
1269,Clinique,Moisturizer,Moisture Surge 100H,Amazon,465,37,292,4.7,Fragrance-Free,Gel,In Stock,Hyaluronic Acid,Oily,Yes,Yes,Yes,Neutrogena Hydro Boost Gel
1270,Dior,Serum,Capture Totale Super Potent,Sephora,633,8,582,4.9,Fragrance-Free,Serum,Limited,Aloe Vera,Dry,Yes,Yes,Yes,Lancôme Advanced Génifique
1271,Charlotte Tilbury,Foundation,Airbrush Flawless,Flipkart,490,11,436,4.9,Neutral 5,Liquid,Limited,Shea Butter,Sensitive,Yes,Yes,Yes,Estée Lauder Double Wear
1272,Clinique,Moisturizer,Moisture Surge 100H,Sephora,559,31,385,4.7,Fragrance-Free,Gel,In Stock,Hyaluronic Acid,Sensitive,Yes,Yes,Yes,Neutrogena Hydro Boost Gel
1273,Clinique,Moisturizer,Moisture Surge 100H,Flipkart,832,7,773,4.7,Fragrance-Free,Gel,In Stock,Niacinamide,Normal,Yes,Yes,Yes,Neutrogena Hydro Boost Gel
1274,Kay Beauty,Lip Crayon,Matte Lip Crayon,Flipkart,349,26,258,4.4,Carnation Nude,Matte,In Stock,Shea Butter,Sensitive,Yes,Yes,Yes,MyGlamm Perfect Lip Crayon
1275,Faces Canada,Lipstick,Comfy Matte Lipstick,Sephora,241,38,149,4.4,Cherry Red,Matte,In Stock,Hyaluronic Acid,Dry,Yes,No,Yes,Nykaa So Matte Lipstick
1276,Mars,Eyeshadow,Mars 12-Color Palette,Flipkart,643,30,450,4.2,Smokey Tones,Powder,In Stock,Vitamin C,Dry,No,Yes,Yes,Swiss Beauty Ultimate Eyeshadow
1277,MyGlamm,Concealer,Total Makeover Concealer,Sephora,233,43,132,4.2,Almond,Liquid,In Stock,Glycerin,Normal,No,Yes,Yes,Maybelline Fit Me Concealer
1278,Huda Beauty,Lipstick,Power Bullet Matte,Nykaa,947,42,549,4.8,Icon,Matte,In Stock,Vitamin C,Oily,Yes,Yes,Yes,Fenty Beauty Stunna Lip Paint
1279,Maybelline,Mascara,Colossal Waterproof Mascara,Myntra,551,45,303,4.6,Black,Waterproof,In Stock,Aloe Vera,Sensitive,Yes,Yes,Yes,L'Oréal Paris Voluminous Mascara
1280,Mars,Eyeshadow,Mars 12-Color Palette,Sephora,530,27,386,4.2,Smokey Tones,Powder,In Stock,Hyaluronic Acid,Dry,No,Yes,Yes,Swiss Beauty Ultimate Eyeshadow
1281,MyGlamm,Concealer,Total Makeover Concealer,Flipkart,957,40,574,4.2,Almond,Liquid,In Stock,Vitamin C,Normal,No,Yes,Yes,Maybelline Fit Me Concealer
1282,Olay,Moisturizer,Regenerist Micro-Sculpting Cream,Nykaa,836,30,585,4.5,Fragrance-Free,Cream,In Stock,Hyaluronic Acid,Oily,Yes,Yes,Yes,L'Oréal Paris Revitalift Cream
1283,L'Oréal Paris,Serum,Revitalift Crystal Micro-Essence,Myntra,279,41,164,4.6,Transparent,Essence,In Stock,Aloe Vera,Sensitive,Yes,Yes,Yes,Olay Regenerist Serum
1284,Huda Beauty,Lipstick,Power Bullet Matte,Sephora,947,17,786,4.8,Icon,Matte,In Stock,Vitamin C,Combination,Yes,Yes,Yes,Fenty Beauty Stunna Lip Paint
1285,Maybelline,Mascara,Colossal Waterproof Mascara,Nykaa,416,38,257,4.6,Black,Waterproof,In Stock,Vitamin C,Dry,Yes,Yes,Yes,L'Oréal Paris Voluminous Mascara
1286,Olay,Moisturizer,Regenerist Micro-Sculpting Cream,Sephora,902,32,613,4.5,Fragrance-Free,Cream,In Stock,Shea Butter,Oily,Yes,Yes,Yes,L'Oréal Paris Revitalift Cream
1287,MAC,Lipstick,Retro Matte Lipstick,Sephora,684,9,622,4.8,Ruby Woo,Matte,In Stock,Vitamin C,Combination,Yes,Yes,Yes,NARS Power Matte Lip Pigment
1288,Lakmé,Lipstick,Absolute Matte Lipstick,Sephora,309,24,234,4.5,Ruby Red,Matte,In Stock,Niacinamide,Sensitive,Yes,Yes,Yes,Maybelline Super Stay Matte Ink
1289,MAC,Lipstick,Retro Matte Lipstick,Sephora,706,42,409,4.8,Ruby Woo,Matte,In Stock,Aloe Vera,Sensitive,Yes,Yes,Yes,NARS Power Matte Lip Pigment
1290,Swiss Beauty,Foundation,HD Matte Foundation,Sephora,451,5,428,4.3,Beige,Liquid,In Stock,Vitamin C,Combination,Yes,Yes,Yes,Faces Canada Weightless Matte Foundation
1291,Clinique,Moisturizer,Moisture Surge 100H,Nykaa,917,26,678,4.7,Fragrance-Free,Gel,In Stock,Shea Butter,Combination,Yes,Yes,Yes,Neutrogena Hydro Boost Gel
1292,NARS,Blush,Orgasm Blush,Flipkart,930,5,883,4.7,Peach Pink,Powder,Limited,Glycerin,Dry,Yes,Yes,Yes,MAC Powder Blush
1293,Swiss Beauty,Foundation,HD Matte Foundation,Flipkart,573,18,469,4.3,Beige,Liquid,In Stock,Hyaluronic Acid,Oily,Yes,Yes,Yes,Faces Canada Weightless Matte Foundation
1294,Huda Beauty,Lipstick,Power Bullet Matte,Sephora,959,38,594,4.8,Icon,Matte,In Stock,Retinol,Combination,Yes,Yes,Yes,Fenty Beauty Stunna Lip Paint
1295,Charlotte Tilbury,Foundation,Airbrush Flawless,Sephora,895,36,572,4.9,Neutral 5,Liquid,Limited,Vitamin C,Sensitive,Yes,Yes,Yes,Estée Lauder Double Wear
1296,Charlotte Tilbury,Foundation,Airbrush Flawless,Amazon,245,8,225,4.9,Neutral 5,Liquid,Limited,Hyaluronic Acid,Normal,Yes,Yes,Yes,Estée Lauder Double Wear
1297,Swiss Beauty,Foundation,HD Matte Foundation,Amazon,482,45,265,4.3,Beige,Liquid,In Stock,Vitamin C,Normal,Yes,Yes,Yes,Faces Canada Weightless Matte Foundation
1298,Dior,Serum,Capture Totale Super Potent,Myntra,805,29,571,4.9,Fragrance-Free,Serum,Limited,Retinol,Oily,Yes,Yes,Yes,Lancôme Advanced Génifique
1299,Swiss Beauty,Foundation,HD Matte Foundation,Nykaa,323,12,284,4.3,Beige,Liquid,In Stock,Shea Butter,Dry,Yes,Yes,Yes,Faces Canada Weightless Matte Foundation
1300,Huda Beauty,Lipstick,Power Bullet Matte,Nykaa,817,20,653,4.8,Icon,Matte,In Stock,Hyaluronic Acid,Dry,Yes,Yes,Yes,Fenty Beauty Stunna Lip Paint
1301,MAC,Lipstick,Retro Matte Lipstick,Myntra,794,45,436,4.8,Ruby Woo,Matte,In Stock,Retinol,Combination,Yes,Yes,Yes,NARS Power Matte Lip Pigment
1302,Maybelline,Mascara,Colossal Waterproof Mascara,Sephora,773,48,401,4.6,Black,Waterproof,In Stock,Shea Butter,Dry,Yes,Yes,Yes,L'Oréal Paris Voluminous Mascara
1303,NARS,Blush,Orgasm Blush,Nykaa,929,23,715,4.7,Peach Pink,Powder,Limited,Niacinamide,Sensitive,Yes,Yes,Yes,MAC Powder Blush
1304,Nykaa,Nail Polish,Matte Nail Enamel,Nykaa,487,37,306,4.3,Rosy Blush,Matte,In Stock,Aloe Vera,Combination,No,Yes,Yes,Faces Canada Splash Nail Enamel
1305,Charlotte Tilbury,Foundation,Airbrush Flawless,Nykaa,336,15,285,4.9,Neutral 5,Liquid,Limited,Retinol,Dry,Yes,Yes,Yes,Estée Lauder Double Wear
1306,Charlotte Tilbury,Foundation,Airbrush Flawless,Nykaa,432,20,345,4.9,Neutral 5,Liquid,Limited,Vitamin C,Sensitive,Yes,Yes,Yes,Estée Lauder Double Wear
1307,Maybelline,Mascara,Colossal Waterproof Mascara,Myntra,823,27,600,4.6,Black,Waterproof,In Stock,Shea Butter,Combination,Yes,Yes,Yes,L'Oréal Paris Voluminous Mascara
1308,Faces Canada,Lipstick,Comfy Matte Lipstick,Flipkart,439,28,316,4.4,Cherry Red,Matte,In Stock,Aloe Vera,Normal,Yes,No,Yes,Nykaa So Matte Lipstick
1309,Dior,Serum,Capture Totale Super Potent,Myntra,477,8,438,4.9,Fragrance-Free,Serum,Limited,Retinol,Sensitive,Yes,Yes,Yes,Lancôme Advanced Génifique
1310,Charlotte Tilbury,Foundation,Airbrush Flawless,Flipkart,328,46,177,4.9,Neutral 5,Liquid,Limited,Retinol,Combination,Yes,Yes,Yes,Estée Lauder Double Wear
1311,L'Oréal Paris,Serum,Revitalift Crystal Micro-Essence,Myntra,967,48,502,4.6,Transparent,Essence,In Stock,Niacinamide,Oily,Yes,Yes,Yes,Olay Regenerist Serum
1312,Huda Beauty,Lipstick,Power Bullet Matte,Amazon,970,12,853,4.8,Icon,Matte,In Stock,Glycerin,Normal,Yes,Yes,Yes,Fenty Beauty Stunna Lip Paint
1313,Huda Beauty,Lipstick,Power Bullet Matte,Amazon,331,25,248,4.8,Icon,Matte,In Stock,Glycerin,Combination,Yes,Yes,Yes,Fenty Beauty Stunna Lip Paint
1314,L'Oréal Paris,Serum,Revitalift Crystal Micro-Essence,Amazon,928,22,723,4.6,Transparent,Essence,In Stock,Niacinamide,Normal,Yes,Yes,Yes,Olay Regenerist Serum
1315,Revlon,Nail Polish,ColorStay Gel Envy,Flipkart,598,11,532,4.3,Hot Pink,Gel,In Stock,Shea Butter,Normal,No,Yes,Yes,Sally Hansen Miracle Gel
1316,Revlon,Nail Polish,ColorStay Gel Envy,Sephora,231,42,133,4.3,Hot Pink,Gel,In Stock,Aloe Vera,Dry,No,Yes,Yes,Sally Hansen Miracle Gel
1317,MAC,Lipstick,Retro Matte Lipstick,Sephora,394,20,315,4.8,Ruby Woo,Matte,In Stock,Shea Butter,Oily,Yes,Yes,Yes,NARS Power Matte Lip Pigment
1318,L'Oréal Paris,Serum,Revitalift Crystal Micro-Essence,Flipkart,480,25,360,4.6,Transparent,Essence,In Stock,Hyaluronic Acid,Normal,Yes,Yes,Yes,Olay Regenerist Serum
1319,MAC,Lipstick,Retro Matte Lipstick,Amazon,445,5,422,4.8,Ruby Woo,Matte,In Stock,Vitamin C,Normal,Yes,Yes,Yes,NARS Power Matte Lip Pigment
1320,Olay,Moisturizer,Regenerist Micro-Sculpting Cream,Myntra,331,36,211,4.5,Fragrance-Free,Cream,In Stock,Glycerin,Combination,Yes,Yes,Yes,L'Oréal Paris Revitalift Cream
1321,NARS,Blush,Orgasm Blush,Myntra,577,8,530,4.7,Peach Pink,Powder,Limited,Aloe Vera,Dry,Yes,Yes,Yes,MAC Powder Blush
1322,L'Oréal Paris,Serum,Revitalift Crystal Micro-Essence,Nykaa,938,26,694,4.6,Transparent,Essence,In Stock,Vitamin C,Oily,Yes,Yes,Yes,Olay Regenerist Serum
1323,Olay,Moisturizer,Regenerist Micro-Sculpting Cream,Amazon,786,49,400,4.5,Fragrance-Free,Cream,In Stock,Aloe Vera,Normal,Yes,Yes,Yes,L'Oréal Paris Revitalift Cream
1324,Kay Beauty,Lip Crayon,Matte Lip Crayon,Amazon,777,17,644,4.4,Carnation Nude,Matte,In Stock,Glycerin,Oily,Yes,Yes,Yes,MyGlamm Perfect Lip Crayon
1325,MAC,Lipstick,Retro Matte Lipstick,Nykaa,895,43,510,4.8,Ruby Woo,Matte,In Stock,Glycerin,Dry,Yes,Yes,Yes,NARS Power Matte Lip Pigment
1326,Faces Canada,Lipstick,Comfy Matte Lipstick,Sephora,375,35,243,4.4,Cherry Red,Matte,In Stock,Aloe Vera,Combination,Yes,No,Yes,Nykaa So Matte Lipstick
1327,Mars,Eyeshadow,Mars 12-Color Palette,Myntra,780,25,585,4.2,Smokey Tones,Powder,In Stock,Retinol,Sensitive,No,Yes,Yes,Swiss Beauty Ultimate Eyeshadow
1328,Dior,Serum,Capture Totale Super Potent,Amazon,888,46,479,4.9,Fragrance-Free,Serum,Limited,Niacinamide,Combination,Yes,Yes,Yes,Lancôme Advanced Génifique
1329,MAC,Lipstick,Retro Matte Lipstick,Amazon,919,15,781,4.8,Ruby Woo,Matte,In Stock,Vitamin C,Sensitive,Yes,Yes,Yes,NARS Power Matte Lip Pigment
1330,Clinique,Moisturizer,Moisture Surge 100H,Amazon,743,39,453,4.7,Fragrance-Free,Gel,In Stock,Hyaluronic Acid,Oily,Yes,Yes,Yes,Neutrogena Hydro Boost Gel
1331,MAC,Lipstick,Retro Matte Lipstick,Myntra,834,5,792,4.8,Ruby Woo,Matte,In Stock,Vitamin C,Oily,Yes,Yes,Yes,NARS Power Matte Lip Pigment
1332,Revlon,Nail Polish,ColorStay Gel Envy,Flipkart,594,16,498,4.3,Hot Pink,Gel,In Stock,Vitamin C,Sensitive,No,Yes,Yes,Sally Hansen Miracle Gel
1333,MyGlamm,Concealer,Total Makeover Concealer,Myntra,858,42,497,4.2,Almond,Liquid,In Stock,Aloe Vera,Sensitive,No,Yes,Yes,Maybelline Fit Me Concealer
1334,Lakmé,Lipstick,Absolute Matte Lipstick,Sephora,659,29,467,4.5,Ruby Red,Matte,In Stock,Shea Butter,Normal,Yes,Yes,Yes,Maybelline Super Stay Matte Ink
1335,Charlotte Tilbury,Foundation,Airbrush Flawless,Flipkart,290,5,275,4.9,Neutral 5,Liquid,Limited,Vitamin C,Sensitive,Yes,Yes,Yes,Estée Lauder Double Wear
1336,Huda Beauty,Lipstick,Power Bullet Matte,Amazon,668,36,427,4.8,Icon,Matte,In Stock,Shea Butter,Dry,Yes,Yes,Yes,Fenty Beauty Stunna Lip Paint
1337,MAC,Lipstick,Retro Matte Lipstick,Nykaa,681,47,360,4.8,Ruby Woo,Matte,In Stock,Hyaluronic Acid,Normal,Yes,Yes,Yes,NARS Power Matte Lip Pigment
1338,Swiss Beauty,Foundation,HD Matte Foundation,Amazon,279,29,198,4.3,Beige,Liquid,In Stock,Glycerin,Oily,Yes,Yes,Yes,Faces Canada Weightless Matte Foundation
1339,Huda Beauty,Lipstick,Power Bullet Matte,Sephora,718,45,394,4.8,Icon,Matte,In Stock,Vitamin C,Sensitive,Yes,Yes,Yes,Fenty Beauty Stunna Lip Paint
1340,L'Oréal Paris,Serum,Revitalift Crystal Micro-Essence,Flipkart,437,16,367,4.6,Transparent,Essence,In Stock,Shea Butter,Sensitive,Yes,Yes,Yes,Olay Regenerist Serum
1341,Revlon,Nail Polish,ColorStay Gel Envy,Nykaa,727,8,668,4.3,Hot Pink,Gel,In Stock,Aloe Vera,Oily,No,Yes,Yes,Sally Hansen Miracle Gel
1342,Faces Canada,Lipstick,Comfy Matte Lipstick,Myntra,708,14,608,4.4,Cherry Red,Matte,In Stock,Aloe Vera,Dry,Yes,No,Yes,Nykaa So Matte Lipstick
1343,Huda Beauty,Lipstick,Power Bullet Matte,Nykaa,619,40,371,4.8,Icon,Matte,In Stock,Glycerin,Combination,Yes,Yes,Yes,Fenty Beauty Stunna Lip Paint
1344,Faces Canada,Lipstick,Comfy Matte Lipstick,Sephora,674,48,350,4.4,Cherry Red,Matte,In Stock,Shea Butter,Sensitive,Yes,No,Yes,Nykaa So Matte Lipstick
1345,Olay,Moisturizer,Regenerist Micro-Sculpting Cream,Amazon,244,33,163,4.5,Fragrance-Free,Cream,In Stock,Hyaluronic Acid,Sensitive,Yes,Yes,Yes,L'Oréal Paris Revitalift Cream
1346,Nykaa,Nail Polish,Matte Nail Enamel,Amazon,287,27,209,4.3,Rosy Blush,Matte,In Stock,Shea Butter,Normal,No,Yes,Yes,Faces Canada Splash Nail Enamel
1347,Olay,Moisturizer,Regenerist Micro-Sculpting Cream,Nykaa,295,9,268,4.5,Fragrance-Free,Cream,In Stock,Shea Butter,Combination,Yes,Yes,Yes,L'Oréal Paris Revitalift Cream
1348,NARS,Blush,Orgasm Blush,Sephora,411,46,221,4.7,Peach Pink,Powder,Limited,Shea Butter,Sensitive,Yes,Yes,Yes,MAC Powder Blush
1349,Swiss Beauty,Foundation,HD Matte Foundation,Flipkart,610,16,512,4.3,Beige,Liquid,In Stock,Aloe Vera,Normal,Yes,Yes,Yes,Faces Canada Weightless Matte Foundation
1350,Huda Beauty,Lipstick,Power Bullet Matte,Myntra,334,32,227,4.8,Icon,Matte,In Stock,Niacinamide,Dry,Yes,Yes,Yes,Fenty Beauty Stunna Lip Paint
1351,Swiss Beauty,Foundation,HD Matte Foundation,Nykaa,347,34,229,4.3,Beige,Liquid,In Stock,Niacinamide,Sensitive,Yes,Yes,Yes,Faces Canada Weightless Matte Foundation
1352,L'Oréal Paris,Serum,Revitalift Crystal Micro-Essence,Myntra,615,22,479,4.6,Transparent,Essence,In Stock,Glycerin,Dry,Yes,Yes,Yes,Olay Regenerist Serum
1353,Mars,Eyeshadow,Mars 12-Color Palette,Myntra,313,45,172,4.2,Smokey Tones,Powder,In Stock,Aloe Vera,Normal,No,Yes,Yes,Swiss Beauty Ultimate Eyeshadow
1354,Maybelline,Mascara,Colossal Waterproof Mascara,Sephora,227,48,118,4.6,Black,Waterproof,In Stock,Hyaluronic Acid,Dry,Yes,Yes,Yes,L'Oréal Paris Voluminous Mascara
1355,NARS,Blush,Orgasm Blush,Nykaa,826,50,413,4.7,Peach Pink,Powder,Limited,Shea Butter,Normal,Yes,Yes,Yes,MAC Powder Blush
1356,Kay Beauty,Lip Crayon,Matte Lip Crayon,Amazon,609,21,481,4.4,Carnation Nude,Matte,In Stock,Retinol,Combination,Yes,Yes,Yes,MyGlamm Perfect Lip Crayon
1357,Dior,Serum,Capture Totale Super Potent,Amazon,419,11,372,4.9,Fragrance-Free,Serum,Limited,Retinol,Oily,Yes,Yes,Yes,Lancôme Advanced Génifique
1358,Dior,Serum,Capture Totale Super Potent,Flipkart,695,48,361,4.9,Fragrance-Free,Serum,Limited,Retinol,Oily,Yes,Yes,Yes,Lancôme Advanced Génifique
1359,Huda Beauty,Lipstick,Power Bullet Matte,Sephora,757,17,628,4.8,Icon,Matte,In Stock,Aloe Vera,Sensitive,Yes,Yes,Yes,Fenty Beauty Stunna Lip Paint
1360,MAC,Lipstick,Retro Matte Lipstick,Flipkart,793,50,396,4.8,Ruby Woo,Matte,In Stock,Retinol,Sensitive,Yes,Yes,Yes,NARS Power Matte Lip Pigment
1361,Clinique,Moisturizer,Moisture Surge 100H,Nykaa,735,26,543,4.7,Fragrance-Free,Gel,In Stock,Aloe Vera,Oily,Yes,Yes,Yes,Neutrogena Hydro Boost Gel
1362,Lakmé,Lipstick,Absolute Matte Lipstick,Myntra,217,7,201,4.5,Ruby Red,Matte,In Stock,Retinol,Oily,Yes,Yes,Yes,Maybelline Super Stay Matte Ink
1363,Dior,Serum,Capture Totale Super Potent,Flipkart,493,45,271,4.9,Fragrance-Free,Serum,Limited,Aloe Vera,Oily,Yes,Yes,Yes,Lancôme Advanced Génifique
1364,Maybelline,Mascara,Colossal Waterproof Mascara,Sephora,788,45,433,4.6,Black,Waterproof,In Stock,Glycerin,Dry,Yes,Yes,Yes,L'Oréal Paris Voluminous Mascara
1365,Maybelline,Mascara,Colossal Waterproof Mascara,Amazon,348,47,184,4.6,Black,Waterproof,In Stock,Retinol,Normal,Yes,Yes,Yes,L'Oréal Paris Voluminous Mascara
1366,Clinique,Moisturizer,Moisture Surge 100H,Nykaa,203,22,158,4.7,Fragrance-Free,Gel,In Stock,Niacinamide,Normal,Yes,Yes,Yes,Neutrogena Hydro Boost Gel
1367,Huda Beauty,Lipstick,Power Bullet Matte,Sephora,738,40,442,4.8,Icon,Matte,In Stock,Vitamin C,Dry,Yes,Yes,Yes,Fenty Beauty Stunna Lip Paint
1368,Olay,Moisturizer,Regenerist Micro-Sculpting Cream,Myntra,628,38,389,4.5,Fragrance-Free,Cream,In Stock,Hyaluronic Acid,Sensitive,Yes,Yes,Yes,L'Oréal Paris Revitalift Cream
1369,Huda Beauty,Lipstick,Power Bullet Matte,Sephora,889,28,640,4.8,Icon,Matte,In Stock,Retinol,Oily,Yes,Yes,Yes,Fenty Beauty Stunna Lip Paint
1370,Kay Beauty,Lip Crayon,Matte Lip Crayon,Sephora,217,12,190,4.4,Carnation Nude,Matte,In Stock,Aloe Vera,Dry,Yes,Yes,Yes,MyGlamm Perfect Lip Crayon
1371,Nykaa,Nail Polish,Matte Nail Enamel,Flipkart,487,38,301,4.3,Rosy Blush,Matte,In Stock,Niacinamide,Sensitive,No,Yes,Yes,Faces Canada Splash Nail Enamel
1372,Kay Beauty,Lip Crayon,Matte Lip Crayon,Nykaa,261,41,153,4.4,Carnation Nude,Matte,In Stock,Aloe Vera,Oily,Yes,Yes,Yes,MyGlamm Perfect Lip Crayon
1373,Huda Beauty,Lipstick,Power Bullet Matte,Myntra,331,36,211,4.8,Icon,Matte,In Stock,Retinol,Combination,Yes,Yes,Yes,Fenty Beauty Stunna Lip Paint
